"Titre de tracé : 10848914"
"#","Date Heure, GMT+02:00","Temp., °C (LGR S/N: 10848914, SEN S/N: 10848914, LBL: Temperature 1)","Temp., °C (LGR S/N: 10848914, SEN S/N: 10848914, LBL: Temperature 2)","Temp., °C (LGR S/N: 10848914, SEN S/N: 10848914, LBL: Temperature 3)","Temp., °C (LGR S/N: 10848914, SEN S/N: 10848914, LBL: Temperature 4)","Hôte connecté (LGR S/N: 10848914)","Arrêté (LGR S/N: 10848914)","Fin de fichier (LGR S/N: 10848914)"
241,04/12/19 12:00:00 AM,3.526,3.765,4.009,4.301,,,
242,04/12/19 12:15:00 AM,3.277,3.510,3.751,3.892,,,
243,04/12/19 12:30:00 AM,2.910,3.157,3.398,3.572,,,
244,04/12/19 12:45:00 AM,2.953,3.158,3.396,3.681,,,
245,04/12/19 01:00:00 AM,2.918,3.125,3.337,3.581,,,
246,04/12/19 01:15:00 AM,2.662,2.883,3.094,3.262,,,
247,04/12/19 01:30:00 AM,2.578,2.801,3.016,3.223,,,
248,04/12/19 01:45:00 AM,2.752,2.913,3.123,3.414,,,
249,04/12/19 02:00:00 AM,2.811,2.964,3.143,3.335,,,
250,04/12/19 02:15:00 AM,2.625,2.821,3.014,3.181,,,
251,04/12/19 02:30:00 AM,2.406,2.587,2.770,2.924,,,
252,04/12/19 02:45:00 AM,1.889,2.145,2.316,2.322,,,
253,04/12/19 03:00:00 AM,1.369,1.647,1.833,1.901,,,
254,04/12/19 03:15:00 AM,0.929,1.199,1.378,1.451,,,
255,04/12/19 03:30:00 AM,0.413,0.687,0.821,0.720,,,
256,04/12/19 03:45:00 AM,-0.346,-0.038,0.103,-0.034,,,
257,04/12/19 04:00:00 AM,-0.808,-0.513,-0.329,-0.236,,,
258,04/12/19 04:15:00 AM,-0.842,-0.548,-0.357,-0.140,,,
259,04/12/19 04:30:00 AM,-0.941,-0.671,-0.452,-0.181,,,
260,04/12/19 04:45:00 AM,-0.761,-0.481,-0.200,0.167,,,
261,04/12/19 05:00:00 AM,-0.974,-0.687,-0.413,-0.289,,,
262,04/12/19 05:15:00 AM,-1.558,-1.267,-1.028,-1.146,,,
263,04/12/19 05:30:00 AM,-1.800,-1.520,-1.299,-1.161,,,
264,04/12/19 05:45:00 AM,-1.697,-1.419,-1.155,-0.791,,,
265,04/12/19 06:00:00 AM,-1.658,-1.429,-1.203,-1.107,,,
266,04/12/19 06:15:00 AM,-2.066,-1.845,-1.642,-1.672,,,
267,04/12/19 06:30:00 AM,-2.633,-2.369,-2.155,-2.218,,,
